Mathematics Magazine,Taylor & Francis Ltd.,Washington,0025-570X,1930-0980,,Magazines,English,Mathematics,41838,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=41838
The Mathematics Teacher,National Council of Teachers of Mathematics,Reston,0025-5769,2330-0582,,Scholarly Journals,English,Education--Teaching Methods And Curriculum|Mathematics,41299,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=41299
Mathematics Teaching,The Association of Teachers of Mathematics,Derby,0025-5785,,,Trade Journals,English,Education--Teaching Methods And Curriculum|Mathematics,48811,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=48811
Mathematics Teaching in the Middle School,National Council of Teachers of Mathematics,Reston,1072-0839,2328-5486,,Scholarly Journals,English,Education--Teaching Methods And Curriculum|Mathematics,32879,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32879
Mathematics Week,NewsRx,Atlanta,1944-2440,1944-2459,,Wire Feeds,English,Mathematics,38635,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=38635
Mathematics and Computer Education,Mathematics and Computer Education,Old Bethpage,0730-8639,,,Scholarly Journals,English,Education|Mathematics,35418,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=35418
Mathematics and Mechanics of Solids,"SAGE PUBLICATIONS, INC.",Thousand Oaks,1081-2865,1741-3028,,Scholarly Journals,English,Physics--Mechanics,30337,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30337
"Mathematics of Control, Signals, and Systems",Springer Nature B.V.,London,0932-4194,1435-568X,,Scholarly Journals,English,Mathematics,29789,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=29789
Mathematics of Operations Research,Institute for Operations Research and the Management Sciences,Linthicum,0364-765X,1526-5471,,Scholarly Journals,English,Computers,37790,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=37790
Maximum PC,Future Publishing Ltd,Bath,1522-4279,,,Magazines,English,Computers,2042756,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2042756
Measurement Techniques,Springer Nature B.V.,New York,0543-1972,1573-8906,,Scholarly Journals,English,Instruments|Metrology And Standardization,54071,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=54071
Mechatronic Systems and Control,ACTA Press,Calgary,2561-1771,2561-178X,,Scholarly Journals,,Computers--Automation,43587,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=43587
Medical and Biological Engineering and Computing,Springer Nature B.V.,Heidelberg,0140-0118,1741-0444,,Scholarly Journals,English|French|German,Medical Sciences|Medical Sciences--Computer Applications,54161,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=54161
Medicine on the Net,"HCPro, Inc.",Marblehead,1085-3502,1937-7606,,Trade Journals,English,Health Facilities And Administration--Computer Applications,28782,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=28782
Metascience,Springer Nature B.V.,Dordrecht,0815-0796,1467-9981,,Scholarly Journals,English,History|Sciences: Comprehensive Works|Social Sciences: Comprehensive Works,326274,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=326274
Methodology and Computing in Applied Probability,Springer Nature B.V.,New York,1387-5841,1573-7713,,Scholarly Journals,English,Mathematics,26119,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=26119
Mexico Information Technology Report,Fitch Solutions Group Limited,London,1750-5100,2396-2313,,Reports,English,Computers--Computer Industry,38936,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=38936
Micro Mart,Dennis Publishing Ltd.,London,1473-0251,,,Magazines,English,Computers--Microcomputers,2032222,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032222
MicroScope,TechTarget,Sutton,0269-5766,,,Magazines,English,Computers--Microcomputers,26901,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=26901
MicroStation Manager,"MicroManagement, Inc.",Madison,1057-9567,,,Trade Journals,English,Architecture|Computers|Engineering--Civil Engineering|Engineering--Computer Applications,4072,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=4072
MicroStation World,"Bentley Systems, Inc.",Exton,1083-396X,,,Trade Journals,English,Computers|Computers--Microcomputers,12584,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=12584
Microbanker's High - Tech Banking Strategies,"Microbanker, Inc.",Lake George,,,,Trade Journals,English,Business And Economics--Banking And Finance - Computer Applications|Computers--Microcomputers|Computers--Personal Computers,31600,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=31600
Micromath,The Association of Teachers of Mathematics,Oxford,0267-5501,,,Scholarly Journals,English,Mathematics--Computer Applications,32568,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32568
Microprocessors and Microsystems,Elsevier BV,Kidlington,0141-9331,,,Scholarly Journals,English,Computers--Microcomputers,2045426,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2045426
Microsoft Office Developer's Journal,Element K Journals,Louisville,1094-1312,,,Trade Journals,English,Computers--Computer Programming,34158,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=34158
Microsoft Systems Journal,MultiMedia Healthcare Inc.,San Francisco,0889-9932,,,Trade Journals,English,Computers--Computer Systems|Computers--Software,36571,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=36571
Microsoft Web Builder,Element K Journals,Louisville,1092-6054,,,Trade Journals,English,Computers--Computer Networks,11159,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=11159
Microwave Journal,"Horizon House Publications, Inc.",Dedham,0192-6225,,,Trade Journals,English,Engineering--Electrical Engineering,6366,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=6366
Midrange Systems,"Boucher Communications, Inc.",Spring House,1041-8237,,,Trade Journals,English,Computers|Computers--Computer Systems,4073,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=4073
Minicomputer News,Benwill Publishing Corporation,Boston,0192-4923,,,Trade Journals,English,Computers--Minicomputers,48983,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=48983
Mladá Veda,"Vydavatel'stvo UNIVERSUM-EU, s.r.o",Presov,,1339-3189,,Scholarly Journals,Slovak,Sciences: Comprehensive Works,2032121,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032121
Mobile Communications,Pearson Professional Limited,London,0953-539X,,,Trade Journals,English,Communications,33724,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=33724
Mobile Computing Research Report,Institute For Information Industry,Taipei,,,,Reports,English,Computers,2035032,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2035032
Mobile Handheld Devices Application IC Research Report,Institute For Information Industry,Taipei,,,,Reports,English,Computers,2035031,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2035031
Mobile Handheld Devices Research Report,Institute For Information Industry,Taipei,,,,Reports,English,Computers,2035030,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2035030
Mobile Networks and Applications,Springer Nature B.V.,New York,1383-469X,1572-8153,,Scholarly Journals,English,Communications|Computers--Computer Networks,26070,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=26070
"Modeling, Identification and Control",Norsk Forening for Automatisering (NFA),Kristiansand,0332-7353,1890-1328,,Scholarly Journals,English,Computers--Automation,986359,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=986359
Modelling and Simulation in Engineering,Hindawi Limited,New York,1687-5591,1687-5605,,Scholarly Journals,English,Electronics,237773,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=237773
Modem Users News,Worldwide Videotex,Boynton Beach,,,,Trade Journals,English,Computers--Hardware,33362,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=33362
Mokslas : Lietuvos Ateitis,"Vilnius Gediminas Technical University, Department of Construction Economics & Property",Vilnius,2029-2341,2029-2252,,Scholarly Journals,Lithuanian,Sciences: Comprehensive Works,686354,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=686354
Mokslo ir Technikos Raida,"Vilnius Gediminas Technical University, Department of Construction Economics & Property",Vilnius,2029-2430,2029-2449,,Scholarly Journals,English|German|Lithuanian|Russian,Sciences: Comprehensive Works|Technology: Comprehensive Works,686356,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=686356
Molecular Informatics,"Wiley Subscription Services, Inc.",Weinheim,1868-1743,1868-1751,,Scholarly Journals,English,Biology|Chemistry|Pharmacy And Pharmacology,2034649,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2034649
Monte Carlo Methods and Applications,Walter de Gruyter GmbH,Berlin,0929-9629,1569-3961,,Scholarly Journals,English,Mathematics--Computer Applications,2030087,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2030087
Motherboard & Desktop Computing Research Report,Institute For Information Industry,Taipei,,,,Reports,English,Computers--Hardware,2035029,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2035029
Multiagent and Grid Systems,IOS Press BV,Amsterdam,1574-1702,1875-9076,,Scholarly Journals,English,Computers,2046390,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2046390
Multimedia Daily,BRP Publications,Washington,1079-4212,,,Trade Journals,English,Computers,46118,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=46118
Multimedia Publisher,Worldwide Videotex,Boynton Beach,,,,Trade Journals,English,Communications--Computer Applications,33363,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=33363
Multimedia Tools and Applications,Springer Nature B.V.,Dordrecht,1380-7501,1573-7721,,Scholarly Journals,English,Computers--Computer Graphics|Computers--Software,54626,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=54626
Multimedia Week,Access Intelligence LLC,Potomac,1064-6639,,,Trade Journals,English,Computers--Computer Graphics,32753,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32753
Multinational Monitor,Multinational Monitor,Washington,0197-4637,2163-5285,,Magazines,English,Business And Economics,48578,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=48578
Multiscale Modeling & Simulation,Society for Industrial and Applied Mathematics,Philadelphia,1540-3459,1540-3467,,Scholarly Journals,English,Mathematics,666316,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=666316
Nanoethics,Springer Nature B.V.,Dordrecht,1871-4757,1871-4765,,Scholarly Journals,English,Philosophy|Technology: Comprehensive Works,54511,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=54511
National Council of Teachers of Mathematics Yearbook,National Council of Teachers of Mathematics,Reston,0077-4103,,,Scholarly Journals,English,Education|Mathematics,49262,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=49262
National Journal of System and Information Technology,Publishing India Group,New Delhi,0974-3308,,,Scholarly Journals,English,Computers--Information Science And Information Theory,2030964,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2030964
National Journal on Advances in Computing and Management,Sathyabama University,Chennai,0975-7295,,,Scholarly Journals,English,Computers,2041019,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2041019
Natura Neotropicalis,Jimena Cazenave (Editor in chief Natura Neotropicalis),Santo Tome,0329-2177,2362-5570,,Scholarly Journals,Spanish; Castilian,Sciences: Comprehensive Works,2035628,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2035628
Natural Computing,Springer Nature B.V.,Dordrecht,1567-7818,1572-9796,,Scholarly Journals,English,Computers,54627,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=54627
Natural Language Engineering,Cambridge University Press,Cambridge,1351-3249,1469-8110,,Scholarly Journals,English,Computers--Computer Programming,30339,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30339
NetGuide,MultiMedia Healthcare Inc.,Manhasset,1078-4632,,,Magazines,English,Computers--Computer Networks,30320,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30320
NetWorker,Association for Computing Machinery,New York,1091-3556,1558-3473,,Scholarly Journals,English,Computers--Computer Networks,43454,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=43454
Netnomics : Economic Research and Electronic Networking,Springer Nature B.V.,Dordrecht,1385-9587,1573-7071,,Scholarly Journals,English,Computers--Computer Networks,26112,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=26112
Netsources,Bases Publications,Paris,1270-0193,2108-7008,,Scholarly Journals,French,Library And Information Sciences--Computer Applications,1096354,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1096354
Network Business Weekly,NewsRx,Atlanta,1945-8258,1945-8266,,Wire Feeds,English,Computers--Computer Networks,38887,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=38887
Network Computing,MultiMedia Healthcare Inc.,Manhasset,1046-4468,,,Trade Journals,English,Computers--Computer Networks|Computers--Computer Systems,29866,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=29866
Network Computing - Online,MultiMedia Healthcare Inc.,Monmouth Junction,,,,Trade Journals,English,Computers--Computer Networks,51570,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=51570
Network Security,Elsevier BV,Kidlington,1353-4858,1872-9371,,Scholarly Journals,English,Computers--Computer Networks,25866,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=25866
Network VAR,Miller Freeman Inc.,San Francisco,1082-8818,,,Trade Journals,English,Computers--Computer Networks,45976,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=45976
Network Weekly News,NewsRx,Atlanta,1944-253x,1944-2548,,Wire Feeds,English,Computers--Computer Networks,38888,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=38888
Network World,Network World Inc.,Southborough,0887-7661,1944-7655,,Trade Journals,English,Communications--Computer Applications,37531,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=37531
